201905061600: 0.86,201905061700: 0.89,201905061800: 0.66,201905061900: 0.71,201905062000: 0.69,201905062100: 0.69,201905062200: 0.8,201905062300: 0.99,201905070800: 0.78,201905070900: 0.89,201905071000: 0.94,201905071100: 0.95,201905071200: 0.92,201905071300: 0.79,201905071400: 0.71,201905071500: 0.76,
201905131800: 0.69,201905131900: 0.67,201905132000: 0.62,201905132100: 0.59,201905132200: 0.73,201905132300: 0.9,201905140800: 0.81,201905140900: 0.92,201905141000: 0.97,201905141100: 0.96,201905141200: 0.95,201905141300: 0.87,201905141400: 0.69,201905141500: 0.65,201905141600: 0.73,201905141700: 0.98,
201905131900: 0.71,201905132000: 0.65,201905132100: 0.62,201905132200: 0.76,201905132300: 0.94,201905140800: 0.78,201905140900: 0.87,201905141000: 0.92,201905141100: 0.92,201905141200: 1.0,201905141300: 0.83,201905141400: 0.66,201905141500: 0.62,201905141600: 0.7,201905141700: 0.93,201905141800: 0.72,
201905132000: 0.62,201905132100: 0.6,201905132200: 0.73,201905132300: 0.91,201905140800: 0.81,201905140900: 0.91,201905141000: 0.96,201905141100: 0.95,201905141200: 0.96,201905141300: 0.86,201905141400: 0.68,201905141500: 0.65,201905141600: 0.73,201905141700: 0.97,201905141800: 0.69,201905141900: 0.66,
201905132100: 0.6,201905132200: 0.73,201905132300: 0.91,201905140800: 0.81,201905140900: 0.91,201905141000: 0.96,201905141100: 0.95,201905141200: 0.96,201905141300: 0.86,201905141400: 0.68,201905141500: 0.65,201905141600: 0.73,201905141700: 0.97,201905141800: 0.69,201905141900: 0.66,201905142000: 0.59,
201905132200: 0.75,201905132300: 0.93,201905140800: 0.79,201905140900: 0.89,201905141000: 0.94,201905141100: 0.93,201905141200: 0.98,201905141300: 0.84,201905141400: 0.67,201905141500: 0.64,201905141600: 0.72,201905141700: 0.95,201905141800: 0.71,201905141900: 0.67,201905142000: 0.61,201905142100: 0.58,
201905132300: 0.95,201905140800: 0.77,201905140900: 0.86,201905141000: 0.91,201905141100: 0.91,201905141200: 0.99,201905141300: 0.82,201905141400: 0.66,201905141500: 0.62,201905141600: 0.7,201905141700: 0.93,201905141800: 0.73,201905141900: 0.69,201905142000: 0.62,201905142100: 0.6,201905142200: 0.72,
201905140800: 0.79,201905140900: 0.89,201905141000: 0.94,201905141100: 0.93,201905141200: 0.98,201905141300: 0.84,201905141400: 0.67,201905141500: 0.64,201905141600: 0.72,201905141700: 0.95,201905141800: 0.71,201905141900: 0.67,201905142000: 0.61,201905142100: 0.58,201905142200: 0.7,201905142300: 0.88,
201905140900: 0.89,201905141000: 0.94,201905141100: 0.94,201905141200: 0.98,201905141300: 0.84,201905141400: 0.67,201905141500: 0.64,201905141600: 0.72,201905141700: 0.95,201905141800: 0.7,201905141900: 0.67,201905142000: 0.6,201905142100: 0.58,201905142200: 0.7,201905142300: 0.88,201905150800: 0.81,
201905141000: 0.94,201905141100: 0.94,201905141200: 0.98,201905141300: 0.84,201905141400: 0.67,201905141500: 0.64,201905141600: 0.72,201905141700: 0.95,201905141800: 0.7,201905141900: 0.67,201905142000: 0.6,201905142100: 0.58,201905142200: 0.7,201905142300: 0.88,201905150800: 0.81,201905150900: 0.9,
201905141100: 0.93,201905141200: 0.99,201905141300: 0.83,201905141400: 0.66,201905141500: 0.63,201905141600: 0.71,201905141700: 0.94,201905141800: 0.71,201905141900: 0.68,201905142000: 0.61,201905142100: 0.59,201905142200: 0.71,201905142300: 0.89,201905150800: 0.79,201905150900: 0.88,201905151000: 0.92,
201905141200: 0.98,201905141300: 0.81,201905141400: 0.65,201905141500: 0.62,201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.61,201905142200: 0.73,201905142300: 0.92,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,
201905141300: 0.82,201905141400: 0.65,201905141500: 0.62,201905141600: 0.7,201905141700: 0.92,201905141800: 0.73,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.9,201905151100: 0.88,201905151200: 0.91,
201905141400: 0.65,201905141500: 0.62,201905141600: 0.7,201905141700: 0.92,201905141800: 0.73,201905141900: 0.69,201905142000: 0.63,201905142100: 0.6,201905142200: 0.72,201905142300: 0.91,201905150800: 0.78,201905150900: 0.87,201905151000: 0.9,201905151100: 0.89,201905151200: 0.9,201905151300: 0.83,
201905141500: 0.62,201905141600: 0.7,201905141700: 0.92,201905141800: 0.73,201905141900: 0.69,201905142000: 0.63,201905142100: 0.6,201905142200: 0.72,201905142300: 0.91,201905150800: 0.78,201905150900: 0.87,201905151000: 0.9,201905151100: 0.89,201905151200: 0.9,201905151300: 0.83,201905151400: 0.66,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141600: 0.69,201905141700: 0.92,201905141800: 0.74,201905141900: 0.7,201905142000: 0.63,201905142100: 0.6,201905142200: 0.73,201905142300: 0.91,201905150800: 0.77,201905150900: 0.86,201905151000: 0.89,201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.66,201905151500: 0.6,
201905141700: 0.94,201905141800: 0.72,201905141900: 0.68,201905142000: 0.61,201905142100: 0.59,201905142200: 0.71,201905142300: 0.89,201905150800: 0.79,201905150900: 0.88,201905151000: 0.92,201905151100: 0.9,201905151200: 0.88,201905151300: 0.84,201905151400: 0.67,201905151500: 0.61,201905151600: 0.67,
201905141800: 0.72,201905141900: 0.69,201905142000: 0.62,201905142100: 0.59,201905142200: 0.72,201905142300: 0.9,201905150800: 0.79,201905150900: 0.87,201905151000: 0.91,201905151100: 0.89,201905151200: 0.89,201905151300: 0.84,201905151400: 0.67,201905151500: 0.61,201905151600: 0.67,201905151700: 0.89,
201905141900: 0.68,201905142000: 0.61,201905142100: 0.59,201905142200: 0.71,201905142300: 0.89,201905150800: 0.79,201905150900: 0.88,201905151000: 0.92,201905151100: 0.9,201905151200: 0.88,201905151300: 0.85,201905151400: 0.68,201905151500: 0.62,201905151600: 0.68,201905151700: 0.9,201905151800: 0.92,
201905142000: 0.61,201905142100: 0.59,201905142200: 0.71,201905142300: 0.89,201905150800: 0.79,201905150900: 0.88,201905151000: 0.92,201905151100: 0.9,201905151200: 0.88,201905151300: 0.85,201905151400: 0.68,201905151500: 0.62,201905151600: 0.68,201905151700: 0.9,201905151800: 0.92,201905151900: 0.73,
201905142100: 0.61,201905142200: 0.73,201905142300: 0.92,201905150800: 0.76,201905150900: 0.85,201905151000: 0.89,201905151100: 0.87,201905151200: 0.92,201905151300: 0.82,201905151400: 0.65,201905151500: 0.6,201905151600: 0.66,201905151700: 0.87,201905151800: 0.96,201905151900: 0.76,201905152000: 0.7,
201905142200: 0.74,201905142300: 0.92,201905150800: 0.76,201905150900: 0.85,201905151000: 0.88,201905151100: 0.87,201905151200: 0.92,201905151300: 0.82,201905151400: 0.65,201905151500: 0.6,201905151600: 0.65,201905151700: 0.87,201905151800: 0.96,201905151900: 0.77,201905152000: 0.7,201905152100: 0.63,
201905142300: 0.9,201905150800: 0.79,201905150900: 0.88,201905151000: 0.91,201905151100: 0.9,201905151200: 0.89,201905151300: 0.84,201905151400: 0.67,201905151500: 0.61,201905151600: 0.67,201905151700: 0.89,201905151800: 0.92,201905151900: 0.74,201905152000: 0.68,201905152100: 0.61,201905152200: 0.73,
201905150800: 0.79,201905150900: 0.88,201905151000: 0.91,201905151100: 0.9,201905151200: 0.89,201905151300: 0.84,201905151400: 0.67,201905151500: 0.61,201905151600: 0.67,201905151700: 0.89,201905151800: 0.92,201905151900: 0.74,201905152000: 0.68,201905152100: 0.61,201905152200: 0.73,201905152300: 0.91,
201905150900: 0.88,201905151000: 0.91,201905151100: 0.9,201905151200: 0.89,201905151300: 0.84,201905151400: 0.67,201905151500: 0.61,201905151600: 0.67,201905151700: 0.89,201905151800: 0.92,201905151900: 0.74,201905152000: 0.68,201905152100: 0.61,201905152200: 0.73,201905152300: 0.91,201905160800: 0.78,
201905151000: 0.97,201905151100: 0.95,201905151200: 0.84,201905151300: 0.89,201905151400: 0.7,201905151500: 0.64,201905151600: 0.71,201905151700: 0.94,201905151800: 0.87,201905151900: 0.69,201905152000: 0.64,201905152100: 0.57,201905152200: 0.69,201905152300: 0.86,201905160800: 0.83,201905160900: 0.91,
201905151100: 0.88,201905151200: 0.91,201905151300: 0.82,201905151400: 0.65,201905151500: 0.6,201905151600: 0.66,201905151700: 0.87,201905151800: 0.95,201905151900: 0.76,201905152000: 0.7,201905152100: 0.62,201905152200: 0.75,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.89,
201905151200: 0.85,201905151300: 0.87,201905151400: 0.69,201905151500: 0.63,201905151600: 0.69,201905151700: 0.92,201905151800: 0.89,201905151900: 0.71,201905152000: 0.65,201905152100: 0.59,201905152200: 0.7,201905152300: 0.88,201905160800: 0.81,201905160900: 0.89,201905161000: 0.95,201905161100: 0.91,
201905151300: 0.83,201905151400: 0.66,201905151500: 0.6,201905151600: 0.66,201905151700: 0.88,201905151800: 0.94,201905151900: 0.75,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.92,201905160800: 0.77,201905160900: 0.85,201905161000: 0.9,201905161100: 0.87,201905161200: 0.96,
201905151400: 0.66,201905151500: 0.6,201905151600: 0.66,201905151700: 0.88,201905151800: 0.94,201905151900: 0.75,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.92,201905160800: 0.77,201905160900: 0.85,201905161000: 0.9,201905161100: 0.87,201905161200: 0.96,201905161300: 0.82,
201905151500: 0.63,201905151600: 0.7,201905151700: 0.93,201905151800: 0.88,201905151900: 0.7,201905152000: 0.65,201905152100: 0.58,201905152200: 0.7,201905152300: 0.87,201905160800: 0.82,201905160900: 0.9,201905161000: 0.96,201905161100: 0.92,201905161200: 0.98,201905161300: 0.87,201905161400: 0.69,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151600: 0.66,201905151700: 0.88,201905151800: 0.95,201905151900: 0.76,201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.93,201905160800: 0.76,201905160900: 0.84,201905161000: 0.9,201905161100: 0.86,201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,
201905151700: 0.9,201905151800: 0.92,201905151900: 0.74,201905152000: 0.68,201905152100: 0.61,201905152200: 0.73,201905152300: 0.91,201905160800: 0.78,201905160900: 0.86,201905161000: 0.92,201905161100: 0.88,201905161200: 0.98,201905161300: 0.84,201905161400: 0.66,201905161500: 0.61,201905161600: 0.67,
201905151800: 0.93,201905151900: 0.74,201905152000: 0.68,201905152100: 0.61,201905152200: 0.74,201905152300: 0.92,201905160800: 0.77,201905160900: 0.85,201905161000: 0.91,201905161100: 0.87,201905161200: 0.97,201905161300: 0.83,201905161400: 0.66,201905161500: 0.6,201905161600: 0.67,201905161700: 0.89,
201905151900: 0.74,201905152000: 0.68,201905152100: 0.61,201905152200: 0.74,201905152300: 0.92,201905160800: 0.77,201905160900: 0.85,201905161000: 0.91,201905161100: 0.87,201905161200: 0.97,201905161300: 0.83,201905161400: 0.66,201905161500: 0.6,201905161600: 0.67,201905161700: 0.89,201905161800: 0.74,
201905152000: 0.69,201905152100: 0.62,201905152200: 0.74,201905152300: 0.92,201905160800: 0.77,201905160900: 0.85,201905161000: 0.9,201905161100: 0.87,201905161200: 0.97,201905161300: 0.83,201905161400: 0.65,201905161500: 0.6,201905161600: 0.66,201905161700: 0.88,201905161800: 0.75,201905161900: 0.72,
201905152100: 0.61,201905152200: 0.73,201905152300: 0.91,201905160800: 0.78,201905160900: 0.86,201905161000: 0.92,201905161100: 0.88,201905161200: 0.98,201905161300: 0.84,201905161400: 0.67,201905161500: 0.61,201905161600: 0.68,201905161700: 0.9,201905161800: 0.74,201905161900: 0.7,201905162000: 0.64,
201905152200: 0.71,201905152300: 0.88,201905160800: 0.81,201905160900: 0.89,201905161000: 0.94,201905161100: 0.91,201905161200: 0.99,201905161300: 0.86,201905161400: 0.68,201905161500: 0.63,201905161600: 0.69,201905161700: 0.92,201905161800: 0.71,201905161900: 0.68,201905162000: 0.62,201905162100: 0.59,
201905152300: 0.95,201905160800: 0.74,201905160900: 0.82,201905161000: 0.87,201905161100: 0.84,201905161200: 0.94,201905161300: 0.8,201905161400: 0.64,201905161500: 0.59,201905161600: 0.65,201905161700: 0.86,201905161800: 0.78,201905161900: 0.74,201905162000: 0.68,201905162100: 0.64,201905162200: 0.74,
201905160800: 0.74,201905160900: 0.82,201905161000: 0.87,201905161100: 0.84,201905161200: 0.94,201905161300: 0.8,201905161400: 0.64,201905161500: 0.59,201905161600: 0.65,201905161700: 0.86,201905161800: 0.78,201905161900: 0.74,201905162000: 0.68,201905162100: 0.64,201905162200: 0.74,201905162300: 0.94,
201905160900: 0.83,201905161000: 0.88,201905161100: 0.85,201905161200: 0.94,201905161300: 0.81,201905161400: 0.64,201905161500: 0.59,201905161600: 0.65,201905161700: 0.86,201905161800: 0.77,201905161900: 0.74,201905162000: 0.67,201905162100: 0.64,201905162200: 0.74,201905162300: 0.94,201905170800: 0.71,
201905161000: 0.88,201905161100: 0.85,201905161200: 0.94,201905161300: 0.81,201905161400: 0.64,201905161500: 0.59,201905161600: 0.65,201905161700: 0.86,201905161800: 0.77,201905161900: 0.73,201905162000: 0.67,201905162100: 0.64,201905162200: 0.74,201905162300: 0.94,201905170800: 0.71,201905170900: 0.79,
201905161100: 0.85,201905161200: 0.95,201905161300: 0.81,201905161400: 0.64,201905161500: 0.59,201905161600: 0.65,201905161700: 0.86,201905161800: 0.77,201905161900: 0.73,201905162000: 0.67,201905162100: 0.63,201905162200: 0.74,201905162300: 0.93,201905170800: 0.71,201905170900: 0.79,201905171000: 0.81,
201905161200: 0.96,201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,201905161600: 0.66,201905161700: 0.88,201905161800: 0.75,201905161900: 0.72,201905162000: 0.66,201905162100: 0.62,201905162200: 0.73,201905162300: 0.92,201905170800: 0.72,201905170900: 0.81,201905171000: 0.83,201905171100: 0.83,
201905161300: 0.82,201905161400: 0.65,201905161500: 0.6,201905161600: 0.66,201905161700: 0.88,201905161800: 0.75,201905161900: 0.72,201905162000: 0.66,201905162100: 0.62,201905162200: 0.73,201905162300: 0.92,201905170800: 0.72,201905170900: 0.81,201905171000: 0.83,201905171100: 0.83,201905171200: 0.89,
201905161400: 0.66,201905161500: 0.61,201905161600: 0.67,201905161700: 0.89,201905161800: 0.74,201905161900: 0.71,201905162000: 0.65,201905162100: 0.61,201905162200: 0.71,201905162300: 0.9,201905170800: 0.74,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.81,
201905161500: 0.61,201905161600: 0.67,201905161700: 0.89,201905161800: 0.74,201905161900: 0.71,201905162000: 0.65,201905162100: 0.61,201905162200: 0.71,201905162300: 0.9,201905170800: 0.74,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.81,201905171400: 0.65,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161600: 0.68,201905161700: 0.91,201905161800: 0.72,201905161900: 0.69,201905162000: 0.63,201905162100: 0.6,201905162200: 0.7,201905162300: 0.89,201905170800: 0.75,201905170900: 0.84,201905171000: 0.86,201905171100: 0.86,201905171200: 0.93,201905171300: 0.82,201905171400: 0.66,201905171500: 0.61,
201905161700: 0.89,201905161800: 0.74,201905161900: 0.71,201905162000: 0.65,201905162100: 0.61,201905162200: 0.71,201905162300: 0.9,201905170800: 0.74,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.81,201905171400: 0.65,201905171500: 0.6,201905171600: 0.69,
201905161800: 0.74,201905161900: 0.71,201905162000: 0.65,201905162100: 0.61,201905162200: 0.71,201905162300: 0.9,201905170800: 0.74,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.81,201905171400: 0.65,201905171500: 0.6,201905171600: 0.69,201905171700: 0.92,
201905161900: 0.71,201905162000: 0.65,201905162100: 0.61,201905162200: 0.71,201905162300: 0.9,201905170800: 0.74,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.81,201905171400: 0.66,201905171500: 0.6,201905171600: 0.69,201905171700: 0.92,201905171800: 0.79,
201905162000: 0.65,201905162100: 0.62,201905162200: 0.72,201905162300: 0.91,201905170800: 0.73,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.8,201905171400: 0.65,201905171500: 0.59,201905171600: 0.68,201905171700: 0.91,201905171800: 0.8,201905171900: 0.8,
201905162100: 0.62,201905162200: 0.72,201905162300: 0.92,201905170800: 0.73,201905170900: 0.81,201905171000: 0.83,201905171100: 0.83,201905171200: 0.9,201905171300: 0.8,201905171400: 0.65,201905171500: 0.59,201905171600: 0.68,201905171700: 0.91,201905171800: 0.8,201905171900: 0.81,201905172000: 0.75,
201905162200: 0.71,201905162300: 0.91,201905170800: 0.74,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.8,201905171400: 0.65,201905171500: 0.6,201905171600: 0.69,201905171700: 0.92,201905171800: 0.79,201905171900: 0.8,201905172000: 0.74,201905172100: 0.74,
201905162300: 0.91,201905170800: 0.74,201905170900: 0.82,201905171000: 0.84,201905171100: 0.84,201905171200: 0.91,201905171300: 0.8,201905171400: 0.65,201905171500: 0.6,201905171600: 0.69,201905171700: 0.92,201905171800: 0.79,201905171900: 0.8,201905172000: 0.74,201905172100: 0.74,201905172200: 0.85,
201905170800: 0.73,201905170900: 0.81,201905171000: 0.83,201905171100: 0.83,201905171200: 0.9,201905171300: 0.79,201905171400: 0.64,201905171500: 0.59,201905171600: 0.68,201905171700: 0.9,201905171800: 0.8,201905171900: 0.81,201905172000: 0.75,201905172100: 0.75,201905172200: 0.87,201905172300: 0.92,
201905170900: 0.79,201905171000: 0.81,201905171100: 0.81,201905171200: 0.88,201905171300: 0.78,201905171400: 0.63,201905171500: 0.58,201905171600: 0.66,201905171700: 0.88,201905171800: 0.83,201905171900: 0.83,201905172000: 0.77,201905172100: 0.76,201905172200: 0.88,201905172300: 0.9,201905180800: 0.67,
201905171000: 0.85,201905171100: 0.85,201905171200: 0.92,201905171300: 0.81,201905171400: 0.66,201905171500: 0.61,201905171600: 0.69,201905171700: 0.93,201905171800: 0.78,201905171900: 0.79,201905172000: 0.73,201905172100: 0.73,201905172200: 0.84,201905172300: 0.94,201905180800: 0.7,201905180900: 0.8,
201905171100: 0.84,201905171200: 0.91,201905171300: 0.8,201905171400: 0.65,201905171500: 0.6,201905171600: 0.68,201905171700: 0.92,201905171800: 0.79,201905171900: 0.8,201905172000: 0.74,201905172100: 0.74,201905172200: 0.86,201905172300: 0.93,201905180800: 0.69,201905180900: 0.78,201905181000: 0.85,
201905171200: 0.91,201905171300: 0.8,201905171400: 0.65,201905171500: 0.6,201905171600: 0.68,201905171700: 0.92,201905171800: 0.79,201905171900: 0.8,201905172000: 0.74,201905172100: 0.74,201905172200: 0.86,201905172300: 0.93,201905180800: 0.69,201905180900: 0.78,201905181000: 0.85,201905181100: 0.96,
201905171300: 0.79,201905171400: 0.64,201905171500: 0.59,201905171600: 0.67,201905171700: 0.9,201905171800: 0.81,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.68,201905180900: 0.77,201905181000: 0.83,201905181100: 0.94,201905181200: 0.99,
201905171400: 0.64,201905171500: 0.58,201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.83,201905172000: 0.77,201905172100: 0.76,201905172200: 0.88,201905172300: 0.91,201905180800: 0.67,201905180900: 0.76,201905181000: 0.83,201905181100: 0.93,201905181200: 1.0,201905181300: 0.89,
